,INSTNM,CONTROL,PREDDEG,MENONLY,WOMENONLY,DEBT_MDN,GRAD_DEBT_MDN,RPY_3YR_RT,RPY_5YR_RT,RPY_7YR_RT,C150_L4,LATITUDE,LONGITUDE,NPT4_PRIV,HSI,C150_L4_POOLED,Cluster
0,Alabama A & M University,1.0,3.0,0.0,0.0,19500.0,33611.5,0.44471387,0.491894396,0.617647059,0.5560809561542526,34.7834,-86.5685,17921.935411020775,0.0,0.5593483426558103,2
1,University of Alabama at Birmingham,1.0,3.0,0.0,0.0,16250.0,23117.0,0.756266667,0.779281931,0.812947799,0.5560809561542526,33.5022,-86.8092,17921.935411020775,0.0,0.5593483426558103,1
2,Amridge University,2.0,3.0,0.0,0.0,10500.0,26995.0,0.647249191,0.569395018,0.760517799,0.5560809561542526,32.3626,-86.174,7455.0,0.0,0.5593483426558103,3
3,University of Alabama in Huntsville,1.0,3.0,0.0,0.0,16500.0,24738.0,0.781997919,0.785966981,0.822929172,0.5560809561542526,34.7228,-86.6384,17921.935411020775,0.0,0.5593483426558103,1
4,Alabama State University,1.0,3.0,0.0,0.0,15854.5,33452.0,0.331198862,0.38562999,0.533038255,0.5560809561542526,32.3643,-86.2957,17921.935411020775,0.0,0.5593483426558103,2
5,The University of Alabama,1.0,3.0,0.0,0.0,17750.0,24000.0,0.8139413,0.828183213,0.839720415,0.5560809561542526,33.2144,-87.5458,17921.935411020775,0.0,0.5593483426558103,1
6,Central Alabama Community College,1.0,2.0,0.0,0.0,7554.0,16782.101893453146,0.438401776,0.488861386,0.557803468,0.0909,32.9244,-85.9465,17921.935411020775,0.0,0.1187,0
7,Athens State University,1.0,3.0,0.0,0.0,14000.0,18832.0,0.767649075,0.786516854,0.847346939,0.5560809561542526,34.8056,-86.9651,17921.935411020775,0.0,0.5593483426558103,1
8,Auburn University at Montgomery,1.0,3.0,0.0,0.0,10750.0,21791.0,0.628856194,0.643290999,0.712289157,0.5560809561542526,32.3699,-86.1774,17921.935411020775,0.0,0.5593483426558103,3
9,Auburn University,1.0,3.0,0.0,0.0,18250.0,22250.0,0.882455377,0.880579297,0.912371134,0.5560809561542526,32.6002,-85.4924,17921.935411020775,0.0,0.5593483426558103,1
10,Birmingham Southern College,2.0,3.0,0.0,0.0,21500.0,27000.0,0.84984985,0.834586466,0.928571429,0.5560809561542526,33.5155,-86.8536,22994.0,0.0,0.5593483426558103,1
11,Chattahoochee Valley Community College,1.0,2.0,0.0,0.0,4569.0,7000.0,0.528708134,0.436046512,0.505859375,0.1341,32.4239,-85.0315,17921.935411020775,0.0,0.140052962,0
12,Concordia College Alabama,2.0,3.0,0.0,0.0,8050.0,26500.0,0.254125413,0.260869565,0.6961114103049724,0.5560809561542526,32.4223,-87.0242,12686.0,0.0,0.5593483426558103,2
13,South University-Montgomery,3.0,2.0,0.0,0.0,9500.0,27167.0,0.349280501,0.462381664,0.636705293,0.5560809561542526,32.3427,-86.2165,23152.0,0.0,0.5593483426558103,2
14,Enterprise State Community College,1.0,2.0,0.0,0.0,6000.0,11073.0,0.554301834,0.631455399,0.628415301,0.1288,31.2975,-85.837,17921.935411020775,0.0,0.17611165,0
15,James H Faulkner State Community College,1.0,2.0,0.0,0.0,5500.0,9153.0,0.590852905,0.596577017,0.62565445,0.0997,30.852,-87.7798,17921.935411020775,0.0,0.119246616,0
16,Faulkner University,2.0,3.0,0.0,0.0,18750.0,23750.0,0.563029397,0.608913649,0.74501574,0.5560809561542526,32.3842,-86.2164,17660.0,0.0,0.5593483426558103,1
18,New Beginning College of Cosmetology,3.0,1.0,0.0,0.0,7901.0,9490.0,0.5914641030122595,0.620269740799787,0.6961114103049724,0.7353,34.2593,-86.2,9476.0,0.0,0.765974468,3
19,George C Wallace State Community College-Dothan,1.0,2.0,0.0,0.0,11736.651049952276,16782.101893453146,0.5914641030122595,0.620269740799787,0.6961114103049724,0.149,31.3161,-85.4636,17921.935411020775,0.0,0.141220042,0
20,George C Wallace State Community College-Hanceville,1.0,2.0,0.0,0.0,8250.0,11330.0,0.606629393,0.581688596,0.615438108,0.1952,34.0734,-86.7817,17921.935411020775,0.0,0.212370465,0
21,George C Wallace State Community College-Selma,1.0,2.0,0.0,0.0,11736.651049952276,16782.101893453146,0.5914641030122595,0.620269740799787,0.6961114103049724,0.2482,32.4456,-87.0132,17921.935411020775,0.0,0.244038312,0
22,Herzing University-Birmingham,3.0,1.0,0.0,0.0,12000.0,22822.0,0.474266474,0.582599119,0.678628389,0.5560809561542526,33.4681,-86.8323,22518.0,0.0,0.5593483426558103,2
23,Huntingdon College,2.0,3.0,0.0,0.0,16850.0,27000.0,0.781431335,0.744949495,0.827067669,0.5560809561542526,32.3509,-86.2853,17864.0,0.0,0.5593483426558103,1
24,Heritage Christian University,2.0,3.0,0.0,0.0,11736.651049952276,16782.101893453146,0.511627907,0.69047619,0.677419355,0.5560809561542526,34.8591,-87.6621,9346.0,0.0,0.5593483426558103,3
25,J F Drake State Community and Technical College,1.0,1.0,0.0,0.0,11736.651049952276,16782.101893453146,0.5914641030122595,0.620269740799787,0.6961114103049724,0.1535,34.7721,-86.5738,17921.935411020775,0.0,0.137649032,0
26,Jacksonville State University,1.0,3.0,0.0,0.0,16500.0,23500.0,0.627607888,0.636780798,0.741169486,0.5560809561542526,33.8221,-85.7666,17921.935411020775,0.0,0.5593483426558103,1
28,Jefferson State Community College,1.0,2.0,0.0,0.0,5057.0,10000.0,0.622807018,0.68487395,0.708667737,0.0653,33.6524,-86.7074,17921.935411020775,0.0,0.087277462,0
29,John C Calhoun State Community College,1.0,2.0,0.0,0.0,5500.0,9940.0,0.543043812,0.616318601,0.64,0.1334,34.6543,-86.9491,17921.935411020775,0.0,0.127015979,0
30,Judson College,2.0,3.0,0.0,1.0,14250.0,26000.0,0.718120805,0.721518987,0.802083333,0.5560809561542526,32.6305,-87.3161,17243.0,0.0,0.5593483426558103,1
31,Lawson State Community College-Birmingham Campus,1.0,1.0,0.0,0.0,11736.651049952276,16782.101893453146,0.5914641030122595,0.620269740799787,0.6961114103049724,0.1849,33.4517,-86.8902,17921.935411020775,0.0,0.178993385,0
32,University of West Alabama,1.0,3.0,0.0,0.0,13500.0,22500.0,0.543230016,0.552380952,0.715517241,0.5560809561542526,32.5924,-88.1861,17921.935411020775,0.0,0.5593483426558103,2
33,Lurleen B Wallace Community College,1.0,1.0,0.0,0.0,11736.651049952276,16782.101893453146,0.5914641030122595,0.620269740799787,0.6961114103049724,0.2055,31.3229,-86.4523,17921.935411020775,0.0,0.206851523,0
34,Marion Military Institute,1.0,2.0,0.0,0.0,5500.0,11500.0,0.606217617,0.644067797,0.71875,0.2489,32.6224,-87.318,17921.935411020775,0.0,0.248426708,0
35,Miles College,2.0,3.0,0.0,0.0,12908.5,36569.0,0.216788916,0.288987435,0.402330363,0.5560809561542526,33.4813,-86.9086,15217.0,0.0,0.5593483426558103,2
36,University of Mobile,2.0,3.0,0.0,0.0,22500.0,27000.0,0.755856967,0.694560669,0.796764408,0.5560809561542526,30.7932,-88.1289,17970.0,0.0,0.5593483426558103,1
37,University of Montevallo,1.0,3.0,0.0,0.0,15872.0,23400.0,0.771186441,0.783018868,0.829479769,0.5560809561542526,33.1063,-86.8651,17921.935411020775,0.0,0.5593483426558103,1
38,Northwest-Shoals Community College,1.0,2.0,0.0,0.0,5500.0,11500.0,0.509727626,0.567150635,0.608999224,0.1271,34.7396,-87.6773,17921.935411020775,0.0,0.119236338,0
39,University of North Alabama,1.0,3.0,0.0,0.0,12542.0,21750.0,0.687901008,0.73971831,0.80725846,0.5560809561542526,34.8066,-87.681,17921.935411020775,0.0,0.5593483426558103,1
40,Northeast Alabama Community College,1.0,2.0,0.0,0.0,3500.0,5100.0,0.608823529,0.620629371,0.661137441,0.2399,34.5455,-85.9117,17921.935411020775,0.0,0.259129103,0
41,Oakwood University,2.0,3.0,0.0,0.0,22000.0,30500.0,0.439215686,0.493192133,0.679768786,0.5560809561542526,34.7566,-86.6616,26954.0,0.0,0.5593483426558103,2
42,Alabama Southern Community College,1.0,2.0,0.0,0.0,11736.651049952276,16782.101893453146,0.5914641030122595,0.620269740799787,0.6961114103049724,0.2338,31.4889,-87.3264,17921.935411020775,0.0,0.249409489,0
43,Prince Institute-Southeast,3.0,2.0,0.0,0.0,12667.0,21739.0,0.702702703,0.627118644,0.703703704,0.2544,32.3831,-86.1622,20904.0,0.0,0.258634483,0
44,Reid State Technical College,1.0,1.0,0.0,0.0,11736.651049952276,16782.101893453146,0.5914641030122595,0.620269740799787,0.6961114103049724,0.3429,31.4607,-86.9645,17921.935411020775,0.0,0.356089773,0
45,Bishop State Community College,1.0,2.0,0.0,0.0,11736.651049952276,16782.101893453146,0.5914641030122595,0.620269740799787,0.6961114103049724,0.1097,30.694,-88.057,17921.935411020775,0.0,0.124901203,0
46,Samford University,2.0,3.0,0.0,0.0,20000.0,23236.0,0.915360502,0.933333333,0.953106682,0.5560809561542526,33.4646,-86.7909,24093.0,0.0,0.5593483426558103,1
47,Selma University,2.0,3.0,0.0,0.0,3775.0,16782.101893453146,0.5914641030122595,0.620269740799787,0.6961114103049724,0.5560809561542526,32.4204,-87.0338,8427.0,0.0,0.5593483426558103,3
48,Shelton State Community College,1.0,2.0,0.0,0.0,11736.651049952276,16782.101893453146,0.5914641030122595,0.620269740799787,0.6961114103049724,0.0823,33.1205,-87.5615,17921.935411020775,0.0,0.093549825,0
49,Snead State Community College,1.0,2.0,0.0,0.0,3500.0,4500.0,0.5914641030122595,0.620269740799787,0.6961114103049724,0.3216,34.2007,-86.1695,17921.935411020775,0.0,0.303575146,0
50,University of South Alabama,1.0,3.0,0.0,0.0,15000.0,25000.0,0.701489269,0.723613157,0.782915718,0.5560809561542526,30.6951,-88.1819,17921.935411020775,0.0,0.5593483426558103,1
51,Spring Hill College,2.0,3.0,0.0,0.0,20500.0,27000.0,0.811918063,0.823913043,0.841924399,0.5560809561542526,30.6948,-88.1382,18555.0,0.0,0.5593483426558103,1
52,Southeastern Bible College,2.0,3.0,0.0,0.0,19414.5,30083.0,0.496062992,0.644067797,0.788732394,0.5560809561542526,33.3789,-86.749,12954.0,0.0,0.5593483426558103,1
53,Stillman College,2.0,3.0,0.0,0.0,19000.0,38359.0,0.293563579,0.34057971,0.584170854,0.5560809561542526,33.1992,-87.5852,17473.0,0.0,0.5593483426558103,2
54,Talladega College,2.0,3.0,0.0,0.0,19000.0,32000.0,0.292479109,0.223602484,0.431451613,0.5560809561542526,33.4343,-86.1137,9062.0,0.0,0.5593483426558103,2
55,H Councill Trenholm State Technical College,1.0,1.0,0.0,0.0,11736.651049952276,16782.101893453146,0.5914641030122595,0.620269740799787,0.6961114103049724,0.3273,32.3501,-86.3431,17921.935411020775,0.0,0.335304834,0
56,Troy University,1.0,3.0,0.0,0.0,17750.0,26000.0,0.543508214,0.591648291,0.69481933,0.5560809561542526,31.8001,-85.9502,17921.935411020775,0.0,0.5593483426558103,2
57,Tuskegee University,2.0,3.0,0.0,0.0,23687.5,33250.0,0.618340611,0.601890756,0.733333333,0.5560809561542526,32.431,-85.7103,28909.0,0.0,0.5593483426558103,1
58,United States Sports Academy,2.0,3.0,0.0,0.0,16248.0,30095.5,0.72826087,0.805825243,0.6961114103049724,0.5560809561542526,30.6393,-87.9116,17921.935411020775,0.0,0.5593483426558103,1
59,Bevill State Community College,1.0,2.0,0.0,0.0,11736.651049952276,16782.101893453146,0.5914641030122595,0.620269740799787,0.6961114103049724,0.1392,33.8358,-87.265,17921.935411020775,0.0,0.153248792,0
60,University of Alaska Anchorage,1.0,3.0,0.0,0.0,11336.5,20675.0,0.747384537,0.794664269,0.810933941,0.5560809561542526,61.1896,-149.8261,17921.935411020775,0.0,0.5593483426558103,1
61,Alaska Bible College,2.0,1.0,0.0,0.0,11736.651049952276,16782.101893453146,0.5914641030122595,0.620269740799787,0.6961114103049724,0.5560809561542526,62.113,-145.5262,9592.0,0.0,0.5593483426558103,3
62,University of Alaska Fairbanks,1.0,3.0,0.0,0.0,11247.0,20000.0,0.695026962,0.751343054,0.790544977,0.5560809561542526,64.8571,-147.8248,17921.935411020775,0.0,0.5593483426558103,1
63,University of Alaska Southeast,1.0,3.0,0.0,0.0,11750.0,19437.5,0.732209738,0.726890756,0.769387755,0.5560809561542526,58.3843,-134.6363,17921.935411020775,0.0,0.5593483426558103,1
64,Alaska Pacific University,2.0,3.0,0.0,0.0,19250.0,25125.0,0.768240343,0.860696517,0.838565022,0.5560809561542526,61.1912,-149.8042,30891.0,0.0,0.5593483426558103,1
65,AVTEC-Alaska's Institute of Technology,1.0,1.0,0.0,0.0,5500.0,5583.0,0.770186335,0.786324786,0.642857143,0.9087,60.1107,-149.4446,17921.935411020775,0.0,0.908283721,3
66,Charter College-Anchorage,3.0,1.0,0.0,0.0,9500.0,13000.0,0.515252622,0.600297177,0.756862745,0.5560809561542526,61.1958,-149.8402,17691.0,0.0,0.5593483426558103,3
67,Prince William Sound Community College,1.0,2.0,0.0,0.0,11336.5,20675.0,0.747384537,0.794664269,0.810933941,0.1923,61.1224,-146.178,17921.935411020775,0.0,0.113184906,0
68,Alaska Career College,3.0,1.0,0.0,0.0,8407.0,9500.0,0.590111643,0.578947368,0.656184486,0.695,61.1814,-149.857,14170.0,0.0,0.714578125,3
69,Everest College-Phoenix,3.0,2.0,0.0,0.0,6338.5,9500.0,0.230348837,0.255664336,0.452941176,0.5560809561542526,33.581,-112.1138,20126.0,0.0,0.5593483426558103,2
71,Empire Beauty School-Paradise Valley,3.0,1.0,0.0,0.0,7392.0,9522.0,0.473684211,0.502248876,0.564929694,0.6071,33.6026,-111.9764,12328.0,0.0,0.595516854,3
72,Empire Beauty School-Tucson,3.0,1.0,0.0,0.0,5781.0,9046.5,0.386120996,0.44469526,0.585152838,0.5254,32.2357,-110.9272,13660.0,0.0,0.538457692,2
73,Thunderbird School of Global Management,2.0,1.0,0.0,0.0,6280.0,16782.101893453146,0.5914641030122595,0.620269740799787,0.6961114103049724,0.5560809561542526,33.6209,-112.1809,17921.935411020775,0.0,0.5593483426558103,3
74,American Indian College of the Assemblies of God Inc,2.0,3.0,0.0,0.0,16750.0,16782.101893453146,0.46875,0.620269740799787,0.6961114103049724,0.5560809561542526,33.5777,-112.0922,12580.0,0.0,0.5593483426558103,3
75,American Institute of Technology,3.0,1.0,0.0,0.0,6069.0,6215.0,0.554477283,0.384046053,0.478383459,0.6815,33.4423,-112.1753,19019.0,0.0,0.682357143,3
76,Carrington College-Phoenix,3.0,1.0,0.0,0.0,9475.0,9500.0,0.475178297,0.457754859,0.540723503,0.5560809561542526,33.5608,-112.1155,20501.0,0.0,0.5593483426558103,2
77,Carrington College-Mesa,3.0,1.0,0.0,0.0,9475.0,9500.0,0.475178297,0.457754859,0.540723503,0.6836,33.393,-111.8553,22169.0,0.0,0.670411384,2
78,Carrington College-Tucson,3.0,1.0,0.0,0.0,9475.0,9500.0,0.475178297,0.457754859,0.540723503,0.6299,32.2709,-110.978,21229.0,0.0,0.620236392,2
80,Arizona Academy of Beauty-East,3.0,1.0,0.0,0.0,5491.5,5975.0,0.278481013,0.339285714,0.527027027,0.6207,32.2373,-110.8723,12938.0,0.0,0.6207,2
81,Arizona Automotive Institute,3.0,1.0,0.0,0.0,9500.0,13000.0,0.154288703,0.229426434,0.449725777,0.5236,33.5372,-112.1573,28404.0,0.0,0.545125954,2
82,Brookline College-Phoenix,3.0,1.0,0.0,0.0,9500.0,9500.0,0.229979879,0.240723982,0.366652488,0.5560809561542526,33.5254,-112.1501,25566.0,0.0,0.5593483426558103,2
83,Arizona State University-Tempe,1.0,3.0,0.0,0.0,16250.0,20375.0,0.802837511,0.818742479,0.86040211,0.5560809561542526,33.4219,-111.94,17921.935411020775,0.0,0.5593483426558103,1
84,Arizona Western College,1.0,1.0,0.0,0.0,4750.0,6000.0,0.477477477,0.50262697,0.619607843,0.1751,32.6893,-114.496,17921.935411020775,1.0,0.170587678,0
85,University of Arizona,1.0,3.0,0.0,0.0,13500.0,19000.0,0.832651333,0.862058081,0.907662789,0.5560809561542526,32.2321,-110.9508,17921.935411020775,0.0,0.5593483426558103,1
87,Brillare Hairdressing Academy,3.0,1.0,0.0,0.0,7613.0,11789.0,0.692771084,0.675409836,0.824925816,0.6129,33.624,-111.9255,13635.0,0.0,0.64151195,3
88,Central Arizona College,1.0,2.0,0.0,0.0,5584.0,10500.0,0.473537604,0.510791367,0.596059113,0.1829,32.9571,-111.6525,17921.935411020775,1.0,0.20753542,0
89,Brown Mackie College-Tucson,3.0,2.0,0.0,0.0,12136.5,21599.0,0.289359316,0.546352584,0.70790378,0.5560809561542526,32.2367,-110.8951,19957.0,0.0,0.5593483426558103,2
90,Charles of Italy Beauty College,3.0,1.0,0.0,0.0,6514.0,7389.0,0.424,0.450381679,0.522123894,0.6,34.4753,-114.3281,10819.0,0.0,0.631583626,3
91,Cochise College,1.0,2.0,0.0,0.0,4500.0,8468.0,0.602184087,0.573654391,0.650473934,0.183,31.3658,-109.6904,17921.935411020775,0.0,0.197215169,0
92,Empire Beauty School-Flagstaff,3.0,1.0,0.0,0.0,6392.5,8167.0,0.541509434,0.595419847,0.666666667,0.5789,35.1972,-111.6259,12798.0,0.0,0.584866038,3
93,Empire Beauty School-Chandler,3.0,1.0,0.0,0.0,6392.5,8167.0,0.541509434,0.595419847,0.666666667,0.6567,33.3476,-111.8604,12513.0,0.0,0.653840769,3
94,Cortiva Institute-Tucson,3.0,1.0,0.0,0.0,6333.0,7875.0,0.696113074,0.655737705,0.820359281,0.7957,32.219,-110.8568,19534.0,0.0,0.790660591,3
95,Avalon School of Cosmetology-Mesa,3.0,1.0,0.0,0.0,10423.5,12907.0,0.517374517,0.511520737,0.709677419,0.7771,33.3766,-111.8583,11591.0,0.0,0.750035764,3
96,Eastern Arizona College,1.0,1.0,0.0,0.0,11736.651049952276,16782.101893453146,0.5914641030122595,0.620269740799787,0.6961114103049724,0.2213,32.8407,-109.7617,17921.935411020775,0.0,0.229535169,0
97,Embry-Riddle Aeronautical University-Prescott,2.0,3.0,0.0,0.0,16500.0,26000.0,0.865240345,0.864982578,0.879572033,0.5560809561542526,34.6157,-112.4523,35470.0,0.0,0.5593483426558103,1
98,Frank Lloyd Wright School of Architecture,2.0,3.0,0.0,0.0,11736.651049952276,16782.101893453146,0.5914641030122595,0.620269740799787,0.6961114103049724,0.5560809561542526,33.6072,-111.8465,17921.935411020775,0.0,0.5593483426558103,3
99,Glendale Community College,1.0,1.0,0.0,0.0,4474.0,16782.101893453146,0.55743349,0.627343393,0.686095734,0.1221,33.5675,-112.1883,17921.935411020775,0.0,0.129917935,0
100,Grand Canyon University,3.0,3.0,0.0,0.0,11644.0,18750.0,0.399403398,0.518217627,0.838682432,0.5560809561542526,33.5122,-112.1299,28309.0,0.0,0.5593483426558103,2
101,Anthem College-Phoenix,3.0,2.0,0.0,0.0,9934.0,14024.0,0.510501879,0.499284692,0.569058941,0.5560809561542526,33.4943,-112.0502,28541.0,0.0,0.5593483426558103,2
102,International Academy of Hair Design,3.0,1.0,0.0,0.0,8666.5,11833.0,0.583333333,0.654008439,0.680327869,0.6144,33.393,-111.8627,15463.0,0.0,0.61569724,3
103,Kaplan College-Phoenix,3.0,1.0,0.0,0.0,9500.0,12594.0,0.420224719,0.456521739,0.510683761,0.6285,33.6082,-112.1189,17360.0,0.0,0.62081918,2
104,GateWay Community College,1.0,1.0,0.0,0.0,7000.0,6946.0,0.585662759,0.628642281,0.652861035,0.1333,33.4495,-111.9965,17921.935411020775,0.0,0.140997436,0
105,Mesa Community College,1.0,1.0,0.0,0.0,5065.0,16782.101893453146,0.520622968,0.624156039,0.691100443,0.1245,33.3913,-111.8715,17921.935411020775,0.0,0.119584842,0
106,ITT Technical Institute-Tucson,3.0,2.0,0.0,0.0,14656.5,25833.5,0.394119686,0.470262343,0.581587749,0.5560809561542526,32.2973,-110.9975,22313.0,0.0,0.5593483426558103,2
107,ITT Technical Institute-Tempe,3.0,2.0,0.0,0.0,14656.5,25833.5,0.394119686,0.470262343,0.581587749,0.5560809561542526,33.3804,-111.9692,22617.0,0.0,0.5593483426558103,2
108,Mohave Community College,1.0,1.0,0.0,0.0,8910.0,13250.0,0.381893861,0.366329966,0.475910693,0.1811,35.2707,-114.0302,17921.935411020775,0.0,0.259943643,0
109,Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division,3.0,1.0,0.0,0.0,16035.0,18481.0,0.591099916,0.671718377,0.714630548,0.6588,33.6844,-112.1213,19523.0,0.0,0.665005086,3
110,Dine College,1.0,2.0,0.0,0.0,11736.651049952276,16782.101893453146,0.5914641030122595,0.620269740799787,0.6961114103049724,0.5560809561542526,36.3276,-109.2947,17921.935411020775,0.0,0.5593483426558103,3
111,Northern Arizona University,1.0,3.0,0.0,0.0,15000.0,21450.0,0.760114231,0.785281877,0.832987747,0.5560809561542526,35.1801,-111.6577,17921.935411020775,0.0,0.5593483426558103,1
112,Northland Pioneer College,1.0,1.0,0.0,0.0,11736.651049952276,16782.101893453146,0.5914641030122595,0.620269740799787,0.6961114103049724,0.1074,34.9222,-110.1316,17921.935411020775,0.0,0.088717742,0
113,Ottawa University-Phoenix,2.0,3.0,0.0,0.0,17000.0,25000.0,0.724907063,0.750618812,0.841006424,0.5560809561542526,33.5779,-112.1134,17921.935411020775,0.0,0.5593483426558103,1
114,Phoenix College,1.0,1.0,0.0,0.0,6750.0,11373.0,0.465587045,0.591994835,0.640936687,0.1076,33.4814,-112.0883,17921.935411020775,0.0,0.131601028,0
115,Cortiva Institute-Scottsdale,3.0,1.0,0.0,0.0,7917.0,7917.0,0.73828125,0.573170732,0.77443609,0.7059,33.4666,-111.9084,15318.0,0.0,0.65304898,3
116,University of Phoenix-Phoenix Campus,3.0,3.0,0.0,0.0,18532.0,35500.0,0.406534043,0.466682726,0.688636451,0.5560809561542526,33.4123,-111.9802,18899.0,0.0,0.5593483426558103,2
117,Pima Community College,1.0,1.0,0.0,0.0,5698.0,9500.0,0.530150309,0.583952833,0.66013712,0.0676,32.2268,-110.9852,17921.935411020775,1.0,0.087828486,0
118,Pima Medical Institute-Tucson,3.0,1.0,0.0,0.0,8708.0,9498.0,0.614709852,0.573035096,0.612936084,0.5560809561542526,32.2504,-110.9213,16972.0,0.0,0.5593483426558103,3
119,Pima Medical Institute-Albuquerque,3.0,1.0,0.0,0.0,8708.0,9498.0,0.614709852,0.573035096,0.612936084,0.6948,35.1055,-106.5947,15231.0,0.0,0.635477914,3
120,Prescott College,2.0,3.0,0.0,0.0,19874.5,25000.0,0.815551537,0.81147541,0.910526316,0.5560809561542526,34.5445,-112.4765,23432.0,0.0,0.5593483426558103,1
121,Refrigeration School Inc,3.0,1.0,0.0,0.0,11830.5,12708.0,0.613585746,0.548780488,0.601202405,0.6906,33.4487,-111.9894,20099.0,0.0,0.670608551,3
122,Rio Salado College,1.0,1.0,0.0,0.0,4750.0,15000.0,0.368596739,0.503764545,0.647540984,0.172,33.4131,-111.9752,17921.935411020775,0.0,0.159693648,0
123,Roberto-Venn School of Luthiery,3.0,1.0,0.0,0.0,7307.0,7307.0,0.5914641030122595,0.75,0.784313725,0.9474,33.4547,-112.0864,18252.0,0.0,0.923092308,3
124,Hair Academy of Safford,3.0,1.0,0.0,0.0,11736.651049952276,8000.0,0.425925926,0.620269740799787,0.588235294,0.6818,32.8353,-109.7277,4536.0,0.0,0.738435385,3
125,Scottsdale Community College,1.0,2.0,0.0,0.0,4500.0,16782.101893453146,0.629174853,0.678458623,0.682188065,0.1506,33.5095,-111.8873,17921.935411020775,0.0,0.156782027,0
126,South Mountain Community College,1.0,2.0,0.0,0.0,4927.0,16782.101893453146,0.413793103,0.472636816,0.661490683,0.1604,33.381,-112.0575,17921.935411020775,0.0,0.163418428,0
127,Arizona Christian University,2.0,3.0,0.0,0.0,13136.5,22625.0,0.748917749,0.811188811,0.8,0.5560809561542526,33.5951,-112.0262,22493.0,0.0,0.5593483426558103,1
128,Tucson College,3.0,1.0,0.0,0.0,9499.0,9500.0,0.295505618,0.267386091,0.435736677,0.5918,32.2218,-110.8835,18630.0,0.0,0.662872934,2
129,Universal Technical Institute of Arizona Inc,3.0,2.0,0.0,0.0,14094.0,18363.0,0.632117031,0.726933915,0.745626367,0.6503,33.4535,-112.2897,21445.0,0.0,0.669452479,3
130,Western International University,3.0,3.0,0.0,0.0,20000.0,33718.5,0.692321623,0.619307192,0.478571072,0.5560809561542526,33.6007,-112.1184,20176.0,0.0,0.5593483426558103,2
131,Empire Beauty School-NW Phoenix,3.0,1.0,0.0,0.0,6406.0,9083.0,0.454248366,0.480769231,0.540880503,0.5085,33.5381,-112.1182,12996.0,0.0,0.402243017,2
132,Yavapai College,1.0,1.0,0.0,0.0,5513.0,10926.0,0.528830313,0.581780538,0.641237113,0.1667,34.5475,-112.4542,17921.935411020775,0.0,0.164048372,0
133,University of Arkansas at Little Rock,1.0,3.0,0.0,0.0,14250.0,23000.0,0.657655611,0.63506013,0.702285231,0.5560809561542526,34.7266,-92.3418,17921.935411020775,0.0,0.5593483426558103,1
134,University of Arkansas for Medical Sciences,1.0,3.0,0.0,0.0,12500.0,12820.0,0.930825243,0.925329429,0.916550765,0.5560809561542526,34.7497,-92.3209,17921.935411020775,0.0,0.5593483426558103,1
135,ABC Beauty College Inc,3.0,1.0,0.0,0.0,9545.0,16500.0,0.236842105,0.4,0.480769231,0.3333,34.1223,-93.0816,4923.0,0.0,0.44442,2
136,Arkansas Baptist College,2.0,3.0,0.0,0.0,9500.0,38125.0,0.119341564,0.195121951,0.363636364,0.5560809561542526,34.7348,-92.2906,17087.0,0.0,0.5593483426558103,2
137,Arkansas Beauty School,3.0,1.0,0.0,0.0,6333.0,10500.0,0.179104478,0.453333333,0.413793103,1.0,34.6691,-92.3348,10167.0,0.0,0.56757027,2
138,Arkansas Beauty College,3.0,1.0,0.0,0.0,5500.0,6333.0,0.5,0.34375,0.6961114103049724,0.4667,35.2786,-93.1352,9691.0,0.0,0.575378082,3
139,Lyon College,2.0,3.0,0.0,0.0,12000.0,25000.0,0.798283262,0.856321839,0.882575758,0.5560809561542526,35.7789,-91.6281,12350.0,0.0,0.5593483426558103,1
140,Arkansas College of Barbering and Hair Design,3.0,1.0,0.0,0.0,9812.0,12619.5,0.337748344,0.224,0.376344086,0.6591,34.7536,-92.2663,16144.0,0.0,0.593023256,2
141,Arthur's Beauty College Inc-Fort Smith,3.0,1.0,0.0,0.0,6800.0,7400.0,0.595238095,0.476190476,0.571428571,0.6286,35.38,-94.411,8717.0,0.0,0.607602532,3
142,University of Arkansas,1.0,3.0,0.0,0.0,14990.0,21524.0,0.85152947,0.855536818,0.890333255,0.5560809561542526,36.0615,-94.1782,17921.935411020775,0.0,0.5593483426558103,1
143,University of Arkansas at Pine Bluff,1.0,3.0,0.0,0.0,13698.5,27954.5,0.407279882,0.431013431,0.541533546,0.5560809561542526,34.2422,-92.0213,17921.935411020775,0.0,0.5593483426558103,2
144,Arkansas State University-Beebe,1.0,1.0,0.0,0.0,5250.0,6750.0,0.612295082,0.620808255,0.694591729,0.3502,35.0745,-91.8962,17921.935411020775,0.0,0.352303421,0
145,Arkansas State University-Main Campus,1.0,3.0,0.0,0.0,13300.0,20959.0,0.646862951,0.664601084,0.767361709,0.5560809561542526,35.8428,-90.6805,17921.935411020775,0.0,0.5593483426558103,1
146,Arkansas Tech University,1.0,3.0,0.0,0.0,10043.0,17528.0,0.656991261,0.692081031,0.746049661,0.5560809561542526,35.2952,-93.1323,17921.935411020775,0.0,0.5593483426558103,3
