,INSTNM,CONTROL,PREDDEG,MENONLY,WOMENONLY,DEBT_MDN,GRAD_DEBT_MDN,RPY_3YR_RT,RPY_5YR_RT,RPY_7YR_RT,C150_L4,LATITUDE,LONGITUDE,NPT4_PRIV,HSI,C150_L4_POOLED,Cluster
3554,Lake Area Technical Institute,1,2,0.0,0.0,12000.0,12000.0,0.866462793,0.873522459,0.86809816,0.6453,44.9027,-97.0949,,0.0,0.661003015,2
3555,Avera McKennan Hospital School of Radiologic Technology,2,1,0.0,0.0,,,,,,,43.5346,-96.7114,,0.0,,0
3556,Mitchell Technical Institute,1,2,0.0,0.0,10500.0,12000.0,0.789237668,0.811993517,0.829931973,0.6431,43.6878,-97.9975,,0.0,0.639476761,2
3557,Mount Marty College,2,3,0.0,0.0,20500.0,28000.0,0.829059829,0.834728033,0.907534247,,42.8745,-97.4099,31175.0,0.0,,2
3558,National American University-Rapid City,3,3,0.0,0.0,10490.5,34486.0,0.483529767,0.524581855,0.667194093,,44.0779,-103.2227,18343.0,0.0,,1
3559,National American University-Sioux Falls,3,2,0.0,0.0,10490.5,34486.0,0.483529767,0.524581855,0.667194093,,43.4884,-96.7173,18550.0,0.0,,1
3560,Sioux Falls Seminary,2,4,0.0,0.0,,,,,,,43.5324,-96.7421,,0.0,,0
3561,Northern State University,1,3,0.0,0.0,12821.0,25654.5,0.809419496,0.80154355,0.859497645,,45.4526,-98.4837,,0.0,,2
3562,Oglala Lakota College,1,2,0.0,0.0,,,,,,,43.3668,-102.2403,,0.0,,0
3563,Presentation College,2,3,0.0,0.0,15000.0,25000.0,0.787941788,0.778017241,0.825242718,,45.4828,-98.4908,20593.0,0.0,,2
3564,Avera Sacred Heart Hospital,2,1,0.0,0.0,,,,,1.0,,42.8724,-97.4079,,0.0,,2
3565,South Dakota School of Mines and Technology,1,3,0.0,0.0,14875.0,27100.0,0.912106136,0.905472637,0.917792793,,44.0754,-103.2058,,0.0,,2
3566,South Dakota State University,1,3,0.0,0.0,15269.0,25000.0,0.904740806,0.905725568,0.941176471,,44.3194,-96.7834,,0.0,,2
3567,Sinte Gleska University,2,2,0.0,0.0,4758.0,,,,,,43.2989,-100.6225,15089.0,0.0,,0
3568,University of Sioux Falls,2,3,0.0,0.0,16749.0,25000.0,0.894009217,0.898773006,0.936170213,,43.5316,-96.7382,19372.0,0.0,,2
3569,Sanford Medical Center,2,1,0.0,0.0,,,1.0,1.0,1.0,,43.5364,-96.7431,,0.0,,2
3570,Sisseton Wahpeton College,1,2,0.0,0.0,,,,,,0.0656,45.5627,-97.0608,,0.0,0.060337069,3
3571,Southeast Technical Institute,1,2,0.0,0.0,10000.0,13229.0,0.778062532,0.835978836,0.86389414,0.3655,43.5704,-96.7802,,0.0,0.375533529,3
3572,Stewart School,3,1,0.0,0.0,7080.0,7280.0,0.78313253,0.886227545,0.843971631,0.7465,43.5554,-96.7461,8062.0,0.0,0.736345771,0
3573,University of South Dakota,1,3,0.0,0.0,15463.0,24000.0,0.850104509,0.854686446,0.90080429,,42.7846,-96.9247,,0.0,,2
3574,Western Dakota Technical Institute,1,2,0.0,0.0,7894.0,12065.0,0.622469636,0.685681024,0.742212675,0.4382,44.0766,-103.1795,,0.0,0.421106258,3
3575,American Baptist College,2,3,0.0,0.0,14250.0,22375.0,,,,,36.2012,-86.7893,23898.0,0.0,,2
3576,Aquinas College,2,2,0.0,0.0,21230.0,25312.0,0.784277879,0.752688172,0.809946714,,36.1322,-86.8442,26500.0,0.0,,2
3577,Arnolds Beauty School,3,1,0.0,0.0,9500.0,9801.5,0.677966102,0.666666667,0.606557377,0.8727,35.9178,-88.7589,12881.0,0.0,0.826445455,0
3578,Tennessee College of Applied Technology-Athens,1,1,0.0,0.0,,,,,,0.8452,35.4438,-84.6305,,0.0,0.840872727,0
3579,Austin Peay State University,1,3,0.0,0.0,15000.0,25000.0,0.645609756,0.659391155,0.712779156,,36.5333,-87.3541,,0.0,,2
3580,Baptist Memorial College of Health Sciences,2,3,0.0,0.0,21000.0,31424.5,0.834710744,0.78436019,0.823232323,,35.1384,-90.0275,9425.0,0.0,,2
3581,Belmont University,2,3,0.0,0.0,19173.0,23250.0,0.931686047,0.919891989,0.921814672,,36.1339,-86.7947,32120.0,0.0,,2
3582,Bethel University,2,3,0.0,0.0,14531.0,25000.0,0.597636816,0.578632479,0.711764706,,36.1393,-88.5162,17459.0,0.0,,2
3583,Bryan College-Dayton,2,3,0.0,0.0,9722.0,18750.0,0.87893864,0.852017937,0.882037534,,35.4957,-85.0166,14928.0,0.0,,2
3584,Carson-Newman University,2,3,0.0,0.0,15505.0,25500.0,0.8,0.759493671,0.811735941,,36.1222,-83.4922,14549.0,0.0,,2
3585,Chattanooga State Community College,1,2,0.0,0.0,8251.0,11815.0,0.461418376,0.506723516,0.531995849,0.0835,35.1002,-85.2374,,0.0,0.082412603,3
3586,Christian Brothers University,2,3,0.0,0.0,20600.0,27000.0,0.774140753,0.694756554,0.747457627,,35.1274,-89.9832,6336.0,0.0,,2
3587,Pentecostal Theological Seminary,2,4,0.0,0.0,,,,,,,35.1625,-84.8683,,0.0,,0
3588,Cleveland State Community College,1,1,0.0,0.0,6859.5,11362.0,0.541489362,0.610223642,0.598639456,0.1273,35.2008,-84.8791,,0.0,0.148632132,3
3589,Columbia State Community College,1,2,0.0,0.0,6500.0,11000.0,0.63674148,0.594176524,0.681636727,0.1847,35.6168,-87.1019,,0.0,0.160727634,3
3590,Concorde Career College-Memphis,3,1,0.0,0.0,9500.0,9500.0,0.336503623,0.2605,0.354214648,0.8685,35.1122,-89.8921,19159.0,0.0,0.803105546,1
3591,Tennessee College of Applied Technology-Covington,1,1,0.0,0.0,,,,,,0.7019,35.5452,-89.66,,0.0,0.716407463,0
3592,Cumberland University,2,3,0.0,0.0,17259.0,22143.0,0.772727273,0.697813121,0.766666667,,36.2042,-86.2997,16593.0,0.0,,2
3593,Lipscomb University,2,3,0.0,0.0,14500.0,22125.0,0.884946237,0.864182692,0.897744361,,36.1047,-86.7993,21797.0,0.0,,2
3594,Tennessee College of Applied Technology-Dickson,1,1,0.0,0.0,,,,,,0.6829,36.0505,-87.3665,,0.0,0.651152057,0
3595,Daymar Institute-Nashville,3,2,0.0,0.0,17072.0,23658.0,0.331091899,0.33159948,0.464783697,,36.1322,-86.723,25020.0,0.0,,1
3596,Dyersburg State Community College,1,2,0.0,0.0,3514.5,8000.0,0.50308642,0.605809129,0.548209366,0.0735,36.0472,-89.3907,,0.0,0.077879315,3
3597,East Tennessee State University,1,3,0.0,0.0,14250.0,20259.0,0.726868986,0.710829493,0.764452645,,36.3016,-82.367,,0.0,,2
3598,Chattanooga College Medical Dental and Technical Careers,3,2,0.0,0.0,9890.0,20110.0,0.260521042,0.27826087,0.442622951,0.6406,35.0229,-85.2421,19709.0,0.0,0.666647009,1
3599,Tennessee College of Applied Technology-Elizabethton,1,1,0.0,0.0,,,,,,0.7652,36.3661,-82.178,,0.0,0.735889811,0
3600,Emmanuel Christian Seminary,2,4,0.0,0.0,2680.0,,,,,,36.3019,-82.2985,,0.0,,0
3601,Fayetteville College of Cosmetology Arts and Sciences,3,1,0.0,0.0,5457.0,6275.0,0.379746835,0.605633803,0.611940299,0.6552,35.1527,-86.5722,14807.0,0.0,0.703718519,0
3602,Fisk University,2,3,0.0,0.0,21500.0,27500.0,0.630177515,0.602888087,0.633064516,,36.1691,-86.8057,20875.0,0.0,,2
3603,Welch College,2,3,0.0,0.0,13000.0,24375.0,0.707317073,0.790322581,0.831775701,,36.1346,-86.8262,17016.0,0.0,,2
3604,Freed-Hardeman University,2,3,0.0,0.0,19125.0,26950.0,0.808988764,0.849702381,0.870879121,,35.4401,-88.6394,18905.0,0.0,,2
3605,Tennessee College of Applied Technology-Harriman,1,1,0.0,0.0,2625.0,,,,,0.6942,35.9627,-84.5263,,0.0,0.684403125,0
3606,Tennessee College of Applied Technology-Hartsville,1,1,0.0,0.0,1737.0,,,,,0.6387,36.3872,-86.1437,,0.0,0.681109182,0
3607,Hiwassee College,2,2,0.0,0.0,7000.0,11500.0,0.57,0.568281938,0.555555556,,35.5577,-84.3646,15126.0,0.0,,0
3608,Tennessee College of Applied Technology-Hohenwald,1,1,0.0,0.0,,,,,0.576271186,0.7434,35.5489,-87.5749,,0.0,0.75079039,0
3609,Tennessee College of Applied Technology-Jacksboro,1,1,0.0,0.0,,,,,,0.8507,36.3174,-84.209,,0.0,0.791338849,0
3610,Jackson State Community College,1,2,0.0,0.0,,,,,,0.1003,35.6456,-88.7821,,0.0,0.086754237,3
3611,John A Gupton College,2,2,0.0,0.0,12000.0,18672.0,0.64516129,0.657142857,0.738461538,0.5263,36.1566,-86.7948,12015.0,0.0,0.479986,0
3612,Johnson University,2,3,0.0,0.0,14250.0,22620.0,0.869822485,0.859437751,0.860927152,,35.9372,-83.7503,13351.0,0.0,,2
3613,Paul Mitchell the School-Nashville,3,1,0.0,0.0,9833.0,13150.0,0.631460674,0.647342995,,0.6167,36.0379,-86.641,13785.0,0.0,0.656609639,0
3614,King University,2,3,0.0,0.0,17910.0,20500.0,0.853494624,0.842364532,0.881443299,,36.5859,-82.1565,15532.0,0.0,,2
3615,South College,3,3,0.0,0.0,16333.5,31332.0,0.480427046,0.52259332,0.536423841,,35.9616,-83.9748,28696.0,0.0,,1
3616,Knoxville Institute of Hair Design,3,1,0.0,0.0,,,,,,0.7778,35.9818,-83.9296,5218.0,0.0,0.7778,0
3617,Lane College,2,3,0.0,0.0,16018.0,31478.0,0.172604909,0.217777778,0.405114401,,35.6282,-88.8068,10823.0,0.0,,1
3618,Le Moyne-Owen College,2,3,0.0,0.0,12250.0,,0.256239601,0.355371901,0.516605166,,35.1186,-90.0341,12091.0,0.0,,1
3619,Lee University,2,3,0.0,0.0,17686.5,28000.0,0.768827767,0.780977897,0.81120944,,35.1662,-84.87,13104.0,0.0,,2
3620,Lincoln Memorial University,2,3,0.0,0.0,15000.0,18832.0,0.750961538,0.761804827,0.785035629,,36.5813,-83.6588,9095.0,0.0,,2
3621,Tennessee College of Applied Technology-Livingston,1,1,0.0,0.0,,,,,,0.7188,36.3957,-85.3185,,0.0,0.690811721,0
3622,Martin Methodist College,2,3,0.0,0.0,10750.0,22875.0,0.555555556,0.567757009,0.623762376,,35.2007,-87.0351,15276.0,0.0,,0
3623,Maryville College,2,3,0.0,0.0,19000.0,27000.0,0.874031008,0.83518931,0.874720358,,35.752,-83.9639,14809.0,0.0,,2
3624,Tennessee College of Applied Technology-McKenzie,1,1,0.0,0.0,,,,,,0.802,36.1197,-88.5212,,0.0,0.796980711,0
3625,Genesis Career College-Cookeville,3,1,0.0,0.0,6333.0,8500.0,0.521172638,0.555555556,,0.8685,36.1765,-85.4856,10666.0,0.0,0.871101563,0
3626,Meharry Medical College,2,4,0.0,0.0,,,,,,,36.1667,-86.8073,,0.0,,0
3627,Memphis College of Art,2,3,0.0,0.0,25774.0,31500.0,0.585034014,0.650887574,0.664772727,,35.1459,-89.9937,20870.0,0.0,,2
3628,Tennessee College of Applied Technology-Memphis,1,1,0.0,0.0,1767.0,,,,,0.6468,35.1497,-90.0388,,0.0,0.665899768,0
3629,University of Memphis,1,3,0.0,0.0,18938.0,26393.5,0.586424625,0.645416954,0.680111494,,35.1159,-89.9935,,0.0,,2
3630,Memphis Theological Seminary,2,4,0.0,0.0,,,,,,,35.1331,-89.9827,,0.0,,0
3631,Victory University,3,3,0.0,0.0,9500.0,40625.0,0.523529412,0.528596187,0.775280899,,35.1392,-89.9462,19900.0,0.0,,1
3632,Middle Tennessee State University,1,3,0.0,0.0,15000.0,22170.5,0.739414441,0.750410509,0.808868502,,35.8491,-86.3621,,0.0,,2
3633,Middle Tennessee School of Anesthesia Inc,2,4,0.0,0.0,,,,,,,36.253,-86.6834,,0.0,,0
3634,Milligan College,2,3,0.0,0.0,19000.0,24100.0,0.885333333,0.91025641,0.909356725,,36.3004,-82.295,16772.0,0.0,,2
3635,Tennessee College of Applied Technology-Morristown,1,1,0.0,0.0,2625.0,,,,,0.6798,36.2052,-83.2993,,0.0,0.670354675,0
3636,Motlow State Community College,1,2,0.0,0.0,3500.0,5025.0,0.605582524,0.675039246,0.659966499,0.1642,35.3655,-86.2994,,0.0,0.170576875,3
3637,Tennessee College of Applied Technology-Murfreesboro,1,1,0.0,0.0,,,,,,0.7282,35.8476,-86.4482,,0.0,0.712584709,0
3638,Lincoln College of Technology-Nashville,3,1,0.0,0.0,10861.0,12473.5,0.42204644,0.507586705,0.575651497,0.6188,36.1954,-86.7457,14949.0,0.0,0.604356151,0
3639,Nashville College of Medical Careers,3,1,0.0,0.0,8400.0,8800.0,0.542857143,0.336182336,0.406091371,0.6702,36.2917,-86.7063,22257.0,0.0,0.651076815,1
3640,Nashville State Community College,1,1,0.0,0.0,7988.0,13000.0,0.458066942,0.481961669,0.569842198,0.1223,36.1355,-86.8567,,0.0,0.108655212,3
3641,Tennessee College of Applied Technology-Newbern,1,1,0.0,0.0,,,,,,0.7845,36.12,-89.2572,,0.0,0.782960426,0
3642,O'More College of Design,2,3,0.0,0.0,15500.0,29500.0,0.784810127,,,,35.921,-86.8681,23090.0,0.0,,2
3643,Tennessee College of Applied Technology-Paris,1,1,0.0,0.0,,,,,,0.7431,36.2964,-88.2964,,0.0,0.725778116,0
3644,Plaza Beauty School,3,1,0.0,0.0,8393.0,11802.0,0.479289941,0.635714286,0.546099291,0.3953,35.1121,-89.9055,13165.0,0.0,0.417435922,0
3645,Tennessee College of Applied Technology-Pulaski,1,1,0.0,0.0,,,,,,0.7899,35.191,-87.0079,,0.0,0.726774317,0
3646,Rhodes College,2,3,0.0,0.0,22991.0,27000.0,0.947530864,0.932038835,0.94269341,,35.1544,-89.9892,24751.0,0.0,,2
3647,Tennessee College of Applied Technology-Ripley,1,1,0.0,0.0,,,,,,0.6667,35.746,-89.5557,,0.0,0.722220833,0
3648,Roane State Community College,1,2,0.0,0.0,7402.0,11236.0,0.637219406,0.644247788,0.674008811,0.1696,35.8813,-84.6208,,0.0,0.167039898,3
3649,Tennessee College of Applied Technology-Crump,1,1,0.0,0.0,,,,,,0.913,35.2215,-88.3192,,0.0,0.841261905,0
3650,Southwest Tennessee Community College,1,2,0.0,0.0,,,,,,0.0573,35.1376,-90.0365,,0.0,0.050779637,3
3651,Tennessee College of Applied Technology-Shelbyville,1,1,0.0,0.0,,,,,,0.8056,35.4912,-86.4173,,0.0,0.726341053,0
3652,Sewanee-The University of the South,2,3,0.0,0.0,16000.0,19500.0,0.929166667,0.905579399,0.937219731,,35.2044,-85.9178,19102.0,0.0,,2
3653,Tennessee College of Applied Technology-Oneida-Huntsville,1,1,0.0,0.0,,,,,,0.7053,36.4085,-84.5304,,0.0,0.720741527,0
3654,Tennessee College of Applied Technology-Crossville,1,1,0.0,0.0,3500.0,,,,,0.7105,35.9466,-85.0391,,0.0,0.742240825,0
3655,Tennessee College of Applied Technology-McMinnville,1,1,0.0,0.0,,,,,,0.8115,35.6998,-85.7428,,0.0,0.808222374,0
3656,Tennessee College of Applied Technology-Jackson,1,1,0.0,0.0,,,,,,0.8086,35.6116,-88.9125,,0.0,0.785260343,0
3657,Tennessee College of Applied Technology-Knoxville,1,1,0.0,0.0,,,,,,0.7312,35.9572,-83.9642,,0.0,0.747626198,0
3658,Tennessee College of Applied Technology-Whiteville,1,1,0.0,0.0,1600.0,,,,,0.6284,35.3529,-89.1239,,0.0,0.637779592,0
3659,Pellissippi State Community College,1,2,0.0,0.0,6650.0,11250.0,0.572561186,0.607086198,0.66687461,0.218,35.9483,-84.1665,,0.0,0.166802224,3
3660,Southern Adventist University,2,3,0.0,0.0,18554.0,26266.0,0.819235226,0.88801054,0.895206243,,35.0491,-85.0509,18668.0,0.0,,2
3661,Southern College of Optometry,2,4,0.0,0.0,,,,,,,35.1383,-90.0199,,0.0,,0
3662,Tennessee Wesleyan College,2,3,0.0,0.0,14500.0,21000.0,0.782340862,0.787654321,0.7975,,35.4449,-84.5926,12576.0,0.0,,2
3663,The University of Tennessee-Chattanooga,1,3,0.0,0.0,11420.5,20500.0,0.763765542,0.732099759,0.766166823,,35.0482,-85.2998,,0.0,,2
3664,The University of Tennessee-Knoxville,1,3,0.0,0.0,15250.0,20338.5,0.845418871,0.834213099,0.869056604,,35.9551,-83.9297,,0.0,,2
3665,The University of Tennessee-Martin,1,3,0.0,0.0,15134.5,23750.0,0.714640199,0.713326942,0.738833421,,36.3403,-88.8642,,0.0,,2
3666,Fountainhead College of Technology,3,2,0.0,0.0,19975.0,20000.0,0.485714286,0.663636364,0.725490196,,36.0283,-83.9221,25922.0,0.0,,1
3667,Tennessee School of Beauty of Knoxville Inc,3,1,0.0,0.0,5500.0,5500.0,,,,0.7412,35.9755,-83.9958,10813.0,0.0,0.731349254,0
3668,Tennessee State University,1,3,0.0,0.0,16375.0,28500.0,0.527207107,0.555744199,0.673692428,,36.169,-86.8294,,0.0,,1
3669,Tennessee Technological University,1,3,0.0,0.0,11000.0,15625.0,0.811641359,0.848700754,0.863176419,,36.1747,-85.504,,0.0,,2
3670,Tennessee Temple University,2,3,0.0,0.0,10001.0,22583.0,0.581196581,0.709433962,0.762645914,,35.0325,-85.2774,15003.0,0.0,,0
3671,Trevecca Nazarene University,2,3,0.0,0.0,16250.0,18750.0,0.860284605,0.786026201,0.872670807,,36.1421,-86.7536,16904.0,0.0,,2
3672,Northeast State Community College,1,2,0.0,0.0,6015.0,9000.0,0.550609756,0.541365462,0.596507353,0.1344,36.4856,-82.4086,,0.0,0.141569224,3
3673,Tusculum College,2,3,0.0,0.0,20070.0,27911.0,0.742193755,0.744872847,0.783625731,,36.1726,-82.7617,18222.0,0.0,,2
3674,Union University,2,3,0.0,0.0,20750.0,23438.0,0.847893114,0.846264368,0.890127389,,35.6769,-88.8585,21779.0,0.0,,2
3675,New Concepts School of Cosmetology,3,1,0.0,0.0,4750.0,,0.561643836,0.444444444,,0.5882,35.1536,-84.8953,8695.0,0.0,0.606042424,0
3676,Vanderbilt University,2,3,0.0,0.0,13000.0,13750.0,0.950101833,0.933030647,0.955288986,,36.1444,-86.8049,17340.0,0.0,,2
3677,Volunteer Beauty Academy-Dyersburg,3,1,0.0,0.0,7500.0,8160.0,0.193877551,0.296296296,0.280898876,0.4667,36.0603,-89.3965,10114.0,0.0,0.518551852,1
3678,Volunteer State Community College,1,2,0.0,0.0,3988.5,6500.0,0.638529887,0.639867841,0.628486647,0.1599,36.3636,-86.4973,,0.0,0.141111023,3
3679,Walters State Community College,1,1,0.0,0.0,4760.5,6275.5,0.623032312,0.625962596,0.643226474,0.1548,36.2139,-83.2622,,0.0,0.161392925,3
3680,West Tennessee Business College,3,1,0.0,0.0,8628.0,9500.0,0.338582677,0.435695538,0.466063348,0.6218,35.6359,-88.8489,12577.0,0.0,0.679895467,1
3681,William Moore College of Technology,2,1,0.0,0.0,,,,,,0.875,35.1449,-90.0202,11256.0,0.0,0.862770588,0
3682,Abilene Christian University,2,3,0.0,0.0,20698.5,26237.5,0.847839318,0.843288375,0.875566751,,32.4692,-99.7095,24106.0,0.0,,2
3683,Alvin Community College,1,2,0.0,0.0,4000.0,6750.0,0.682302772,0.617414248,0.624685139,0.1236,29.3966,-95.2411,,0.0,0.123546781,3
3684,Amarillo College,1,2,0.0,0.0,7510.0,11983.0,0.543876115,0.572047671,0.644381223,0.1529,35.1884,-101.8471,,1.0,0.153629219,3
3685,American Commercial College-San Angelo,3,1,0.0,0.0,11710.5,13739.0,0.266025641,0.281690141,0.399141631,0.616,31.4227,-100.4638,31628.0,0.0,0.670643437,1
3686,American Commercial College-Odessa,3,1,0.0,0.0,7992.0,10146.0,0.270029674,0.363387978,0.400468384,0.6847,31.8626,-102.3453,21046.0,0.0,0.526300329,1
3687,Angelina College,1,1,0.0,0.0,,,,,,0.0905,31.2874,-94.7316,,0.0,0.080560266,3
3688,Angelo State University,1,3,0.0,0.0,11773.0,21594.0,0.725099602,0.744308231,0.806932688,,31.4415,-100.4665,,1.0,,2
3689,Arlington Baptist College,2,3,0.0,0.0,13542.0,21000.0,0.681318681,0.705128205,0.733333333,,32.7395,-97.1557,13102.0,0.0,,0
3690,Arlington Career Institute,3,1,0.0,0.0,9498.0,9500.0,0.423162584,0.448351648,0.519047619,0.7969,32.7724,-97.0528,20234.0,0.0,0.788808123,0
3691,The Art Institute of Houston,3,3,0.0,0.0,12667.0,30500.0,0.544359255,0.593517893,0.664974619,,29.7299,-95.4457,26501.0,0.0,,1
3692,Austin College,2,3,0.0,0.0,23000.0,26000.0,0.902676399,0.906633907,0.944656489,,33.6463,-96.5988,24019.0,0.0,,2
3693,Austin Community College District,1,2,0.0,0.0,5250.0,11500.0,0.553908046,0.605368456,0.699763127,0.0595,30.3335,-97.6817,,0.0,0.058277638,3
3694,Austin Presbyterian Theological Seminary,2,4,0.0,0.0,,,,,,,30.2926,-97.7378,,0.0,,0
3695,Baldwin Beauty School-South Austin,3,1,0.0,0.0,,,,,,0.6462,30.2417,-97.7831,8213.0,0.0,0.639378689,0
3696,Baptist Health System School of Health Professions,3,2,0.0,0.0,17237.5,19678.0,0.855153203,,,,29.5173,-98.5686,,0.0,,0
3697,Baptist Missionary Association Theological Seminary,2,3,0.0,0.0,,,,,,,31.977,-95.2524,,0.0,,0
3698,Texas A & M University Health Science Center,1,3,0.0,0.0,16566.5,19253.0,0.918415708,0.917809912,0.943469981,,30.5921,-96.3853,,0.0,,2
3699,Baylor College of Medicine,2,4,0.0,0.0,,,,,,,29.7106,-95.3957,,0.0,,0
3700,Baylor University,2,3,0.0,0.0,21000.0,25281.0,0.873540302,0.876559865,0.906074391,,31.546,-97.1194,32333.0,0.0,,2
3701,Coastal Bend College,1,1,0.0,0.0,5716.5,,0.519058296,0.461229947,0.495575221,0.2947,28.4358,-97.7563,,0.0,0.301376072,3
3702,Blinn College,1,2,0.0,0.0,5500.0,11840.0,0.625346704,0.637590602,0.676257413,0.0624,30.1597,-96.4097,,0.0,0.084747428,3
3703,Remington College-Dallas Campus,2,1,0.0,0.0,9500.0,9500.0,0.438846641,0.294341417,0.358050847,,32.8606,-96.6541,23170.0,0.0,,1
3704,Vet Tech Institute of Houston,3,2,0.0,0.0,11164.0,15939.0,0.737704918,0.674033149,0.685950413,0.9184,29.7287,-95.4545,14546.0,0.0,0.731708537,0
3705,Brazosport College,1,2,0.0,0.0,4500.0,7750.0,0.607843137,0.479166667,0.486956522,,29.0484,-95.409,,0.0,,0
3706,Brookhaven College,1,2,0.0,0.0,6427.0,,0.604294479,0.579207921,0.639089969,0.0714,32.9282,-96.8502,,0.0,0.070957258,3
3707,Capitol City Trade and Technical School,3,1,0.0,0.0,9500.0,9500.0,0.377227723,0.305458769,0.426796806,0.4722,30.2549,-97.7449,28051.0,0.0,0.532844526,1
3708,Capitol City Careers,3,2,0.0,0.0,,,0.352941176,0.380434783,0.314285714,0.7391,30.2377,-97.8396,27341.0,0.0,0.692309615,1
3709,Cedar Valley College,1,1,0.0,0.0,4750.0,,0.329608939,0.433962264,0.471933472,0.0894,32.6257,-96.7634,,0.0,0.091882392,3
3710,Central Texas College,1,2,0.0,0.0,4750.0,8076.5,0.520453115,0.610441767,0.649681529,0.1448,31.1191,-97.8097,,0.0,0.126818818,3
3711,Charles and Sues School of Hair Design,3,1,0.0,0.0,9500.0,10750.0,0.417910448,0.47826087,0.589041096,0.7692,30.6526,-96.3402,14799.0,0.0,0.747330526,0
3712,Cisco College,1,1,0.0,0.0,5900.0,11000.0,0.601232394,0.56302521,0.634851138,0.1292,32.4017,-98.9857,,0.0,0.120682095,3
3713,Clarendon College,1,1,0.0,0.0,6279.0,8500.0,0.540130152,0.488673139,0.548589342,0.1811,34.9451,-100.9046,,0.0,0.24899759,3
3714,Concordia University-Texas,2,3,0.0,0.0,15224.0,25500.0,0.803305785,0.780969479,0.826530612,,30.421,-97.8362,23257.0,0.0,,2
3715,Conlee's College of Cosmetology,3,1,0.0,0.0,,,,,,0.617,30.0549,-99.15,5468.0,0.0,0.585687143,0
3716,North Central Texas College,1,2,0.0,0.0,3750.0,7350.0,0.56678487,0.459627329,,0.1393,33.6183,-97.1653,,0.0,0.130654167,3
3717,Texas A & M University-Corpus Christi,1,3,0.0,0.0,13500.0,22750.0,0.740458015,0.77548767,0.836727649,,27.7186,-97.3319,,0.0,,2
3718,Cosmetology Career Center LLC,3,1,0.0,0.0,9833.0,13310.0,0.607329843,0.612403101,0.748148148,0.4587,32.9733,-96.8435,19862.0,0.0,0.57645,0
3719,Court Reporting Institute of Dallas,3,2,0.0,0.0,13310.0,,0.535067873,0.49372862,0.66061294,0.0,32.8222,-96.8658,22401.0,0.0,0.139539535,3
3720,Dallas Baptist University,2,3,0.0,0.0,17348.5,23430.0,0.786223278,0.751682369,0.840306423,,32.71,-96.947,21360.0,0.0,,2
3721,Dallas Christian College,2,3,0.0,0.0,14250.0,,0.745192308,0.765306122,0.839285714,,32.9137,-96.8871,18630.0,0.0,,2
3722,Dallas Institute of Funeral Service,2,2,0.0,0.0,7666.0,9500.0,0.598425197,0.541666667,0.626436782,0.8276,32.7714,-96.6834,17795.0,0.0,0.79348913,0
3723,Dallas Theological Seminary,2,4,0.0,0.0,,,,,,,32.7943,-96.78,,0.0,,0
3724,University of Dallas,2,3,0.0,0.0,17625.0,25640.5,0.893905192,0.86746988,0.929104478,,32.8462,-96.9216,25158.0,0.0,,2
3725,Del Mar College,1,2,0.0,0.0,3656.0,7000.0,0.564501779,0.611023622,0.605344296,0.0972,27.7636,-97.4076,,1.0,0.094083085,3
3726,Career Point College,3,1,0.0,0.0,9500.0,13254.0,0.269290847,0.210089612,0.363101801,,29.4916,-98.5528,22299.0,0.0,,1
3727,East Texas Baptist University,2,3,0.0,0.0,11411.0,23321.0,0.769706337,0.752592593,0.814903846,,32.555,-94.3722,17932.0,0.0,,2
3728,Texas A & M University-Texarkana,1,3,0.0,0.0,10013.5,12544.5,0.747524752,0.803370787,0.793010753,,33.4956,-94.104,,0.0,,0
3729,Texas A & M University-Commerce,1,3,0.0,0.0,15000.0,21228.0,0.657823914,0.690697674,0.773224044,,33.2438,-95.9069,,0.0,,2
3730,Eastfield College,1,2,0.0,0.0,5500.0,,0.477977162,0.413559322,0.510526316,0.1001,32.8157,-96.6595,,0.0,0.102191015,3
3731,El Centro College,1,2,0.0,0.0,5500.0,,0.455696203,0.612903226,0.705069124,0.0379,32.7798,-96.8054,,1.0,0.043146211,3
3732,El Paso Community College,1,2,0.0,0.0,4987.5,6478.0,0.61968254,0.600474684,0.615973742,0.1022,31.7516,-106.3692,,0.0,0.104611547,3
3733,Western Technical College,3,1,0.0,0.0,9500.0,11204.0,0.598462448,0.454736842,0.529891304,0.641,31.8778,-106.4259,20138.0,0.0,0.724722581,0
3734,Western Technical College,3,1,0.0,0.0,9500.0,11204.0,0.598462448,0.454736842,0.529891304,0.4695,31.676,-106.3193,20284.0,0.0,0.480626354,1
3735,Exposito School of Hair Design,3,1,0.0,0.0,3500.0,4510.0,0.441558442,0.648148148,0.517241379,0.6,35.1837,-101.8813,10699.0,0.0,0.487829268,0
3736,South University-The Art Institute of Dallas,3,3,0.0,0.0,9500.0,27167.0,0.349280501,0.462381664,0.636705293,,32.871,-96.7678,26846.0,0.0,,1
3737,Fort Worth Beauty School,3,1,0.0,0.0,5750.5,7477.5,0.348258706,0.556390977,,0.4476,32.7206,-97.4345,9762.0,0.0,0.45805,0
3738,Frank Phillips College,1,1,0.0,0.0,5500.0,8000.0,0.5,0.53372434,0.588541667,0.2523,35.6552,-101.4057,,0.0,0.236572195,3
3739,Galveston College,1,2,0.0,0.0,5764.5,10125.0,0.631578947,0.557312253,0.663299663,0.2521,29.2842,-94.8085,,1.0,0.199050572,3
